2026-06-01 14:12:28,267 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/directposting | status=403 | elapsed_ms=31 | body={"raw": ""}
2026-06-12 12:43:14,205 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/delete | status=200 | elapsed_ms=912 | body={"response": {"response_code": "00", "response_desc": "SUCCESS"}, "stan": "016216", "rrn": "707466851669"}
2026-06-12 12:43:15,044 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=824 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "580831790351", "stan": "153148"}
2026-06-12 12:43:15,620 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=561 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "742089817758", "stan": "345212"}
2026-06-12 12:43:16,297 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=650 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "503652809776", "stan": "889245"}
2026-06-12 12:43:16,947 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=639 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "847579346184", "stan": "196955"}
2026-06-12 12:43:17,885 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=919 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "730487919317", "stan": "218634"}
2026-06-12 12:43:19,417 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=1517 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "813410706884", "stan": "557473"}
2026-06-12 12:43:19,621 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=187 | body={"response": {"response_code": "068", "response_desc": "Rrn: Only numeric value allowed"}, "rrn": "ABCD12345678", "stan": "657199"}
2026-06-12 12:43:19,827 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=187 | body={"response": {"response_code": "068", "response_desc": "Rrn must be 12 digits"}, "rrn": "00000012345", "stan": "919580"}
2026-06-12 12:43:19,874 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=29 | body={"response": {"response_code": "068", "response_desc": "Too large input rrn"}, "rrn": "0000001234567", "stan": "489397"}
2026-06-12 12:43:20,078 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=184 | body={"response": {"response_code": "068", "response_desc": "Rrn must be 12 digits,Rrn: Only numeric value allowed,Please provide rrn"}, "rrn": "", "stan": "549093"}
2026-06-12 12:43:20,139 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=400 | elapsed_ms=43 | body={"timestamp": "2026-06-12T07:43:19.534+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/payment"}
2026-06-12 12:43:20,470 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=313 | body={"response": {"response_code": "068", "response_desc": "Stan: Only numeric value allowed,Please provide stan,Stan must be 6 digits"}, "rrn": "326349234970", "stan": ""}
2026-06-12 12:43:20,611 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=400 | elapsed_ms=36 | body={"timestamp": "2026-06-12T07:43:20.012+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/payment"}
2026-06-12 12:43:20,844 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=215 | body={"response": {"response_code": "068", "response_desc": "Stan: Only numeric value allowed"}, "rrn": "439062749624", "stan": "ABC123"}
2026-06-12 12:43:21,153 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=295 | body={"response": {"response_code": "068", "response_desc": "sender_iban must not be null"}, "rrn": "671397459238", "stan": "474598"}
2026-06-12 12:43:21,372 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=205 | body={"response": {"response_code": "068", "response_desc": "iban must be alpha-numeric,iban must be 24 digits"}, "rrn": "840897243285", "stan": "118815"}
2026-06-12 12:43:21,638 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=252 | body={"response": {"response_code": "068", "response_desc": "iban must be 24 digits"}, "rrn": "782711521050", "stan": "909435"}
2026-06-12 12:43:21,862 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=210 | body={"response": {"response_code": "068", "response_desc": "iban must be 24 digits"}, "rrn": "512700819641", "stan": "056990"}
2026-06-12 12:43:22,182 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=300 | body={"response": {"response_code": "068", "response_desc": "iban must be alpha-numeric"}, "rrn": "315251404541", "stan": "212472"}
2026-06-12 12:43:22,501 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=302 | body={"response": {"response_code": "068", "response_desc": "Please provide senderIdtype,sender_idtype must not be null"}, "rrn": "784227328704", "stan": "408767"}
2026-06-12 12:43:22,795 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=277 | body={"response": {"response_code": "068", "response_desc": "invalid senderIdtype, accepted values(CNIC/NICOP/POC/REG_NO/NTN/PASSPORT/POR/SCNIC/Form-B/ARC/AC)"}, "rrn": "435462802573", "stan": "961105"}
2026-06-12 12:43:23,098 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=286 | body={"response": {"response_code": "068", "response_desc": "invalid senderIdtype, accepted values(CNIC/NICOP/POC/REG_NO/NTN/PASSPORT/POR/SCNIC/Form-B/ARC/AC)"}, "rrn": "922092848880", "stan": "626638"}
2026-06-12 12:43:23,412 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=281 | body={"response": {"response_code": "068", "response_desc": "Please provide senderIdvalue,sender_idvalue must not be null"}, "rrn": "588272481849", "stan": "482487"}
2026-06-12 12:43:23,636 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=214 | body={"response": {"response_code": "068", "response_desc": "Please provide senderIdvalue"}, "rrn": "154186658476", "stan": "503405"}
2026-06-12 12:43:23,846 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=191 | body={"response": {"response_code": "068", "response_desc": "Invalid Sender Id Value"}, "rrn": "431480865532", "stan": "059943"}
2026-06-12 12:43:24,435 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=252 | body={"response": {"response_code": "068", "response_desc": "sender_name must not be null,Please provide senderName"}, "rrn": "266208014160", "stan": "252173"}
2026-06-12 12:43:24,637 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=183 | body={"response": {"response_code": "068", "response_desc": "Please provide senderName"}, "rrn": "074175193298", "stan": "990140"}
2026-06-12 12:43:25,519 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=867 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "263158911555", "stan": "062104"}
2026-06-12 12:43:26,294 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=760 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "323103862382", "stan": "047929"}
2026-06-12 12:43:26,513 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=204 | body={"response": {"response_code": "068", "response_desc": "receiver_iban must not be null"}, "rrn": "515986768713", "stan": "551156"}
2026-06-12 12:43:26,747 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=213 | body={"response": {"response_code": "068", "response_desc": "iban must be 24 digits,iban must be alpha-numeric"}, "rrn": "952659356756", "stan": "199772"}
2026-06-12 12:43:26,991 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=227 | body={"response": {"response_code": "068", "response_desc": "iban must be 24 digits"}, "rrn": "791620209268", "stan": "022554"}
2026-06-12 12:43:27,193 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=181 | body={"response": {"response_code": "068", "response_desc": "iban must be 24 digits"}, "rrn": "649022756059", "stan": "363121"}
2026-06-12 12:43:27,506 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=294 | body={"response": {"response_code": "068", "response_desc": "receiver_name must not be null,Please provide receiverName"}, "rrn": "735755737055", "stan": "683227"}
2026-06-12 12:43:27,743 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=219 | body={"response": {"response_code": "068", "response_desc": "Please provide receiverName"}, "rrn": "407485630210", "stan": "718043"}
2026-06-12 12:43:28,538 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=777 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "113404646284", "stan": "202387"}
2026-06-12 12:43:29,863 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=1305 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "173730955602", "stan": "631765"}
2026-06-12 12:43:30,066 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=178 | body={"response": {"response_code": "068", "response_desc": "amount must not be null"}, "rrn": "506697518660", "stan": "823293"}
2026-06-12 12:43:30,886 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=799 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "931832741319", "stan": "882272"}
2026-06-12 12:43:31,186 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=277 | body={"response": {"response_code": "068", "response_desc": "minimun amount allowed: 0"}, "rrn": "933280866449", "stan": "580029"}
2026-06-12 12:43:31,914 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=719 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "504776857292", "stan": "186572"}
2026-06-12 12:43:32,586 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=336 | body={"response": {"response_code": "02", "response_desc": "Transaction Amount Exceed to daily transaction limit"}, "rrn": "154860206218", "stan": "334614"}
2026-06-12 12:43:32,875 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=276 | body={"response": {"response_code": "068", "response_desc": "numeric value out of bounds (<12 digits>.<2 digits> expected)"}, "rrn": "420448888810", "stan": "908026"}
2026-06-12 12:43:33,655 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=762 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "676026843453", "stan": "643181"}
2026-06-12 12:43:34,473 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=797 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "140621960731", "stan": "667502"}
2026-06-12 12:43:35,274 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=782 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "944737225526", "stan": "044078"}
2026-06-12 12:43:35,527 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=242 | body={"response": {"response_code": "068", "response_desc": "receiver_participant_code must not be null"}, "rrn": "134675463000", "stan": "391845"}
2026-06-12 12:43:35,785 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=235 | body={"response": {"response_code": "068", "response_desc": "receiverParticipantCode must be alpha-numeric,receiverParticipantCode minSize(8)"}, "rrn": "264122266750", "stan": "380800"}
2026-06-12 12:43:35,994 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=192 | body={"response": {"response_code": "068", "response_desc": "receiverParticipantCode minSize(8)"}, "rrn": "915550724433", "stan": "622730"}
2026-06-12 12:43:36,657 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=644 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "143951438607", "stan": "640491"}
2026-06-12 12:43:37,438 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=765 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "899674003094", "stan": "729903"}
2026-06-12 12:43:37,660 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=205 | body={"response": {"response_code": "068", "response_desc": "invalid transactionDate, acceptable-pattern : yyyy-mm-dd"}, "rrn": "078726945973", "stan": "891278"}
2026-06-12 12:43:38,458 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=778 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "681730734370", "stan": "260388"}
2026-06-12 12:43:38,684 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=207 | body={"response": {"response_code": "068", "response_desc": "Please provide transactionTime,transaction_time must not be null"}, "rrn": "784810785479", "stan": "482148"}
2026-06-12 12:43:38,974 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=268 | body={"response": {"response_code": "068", "response_desc": "Please provide transactionTime"}, "rrn": "105992696077", "stan": "897960"}
2026-06-12 12:43:39,803 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=801 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "284430762501", "stan": "620349"}
2026-06-12 12:43:40,513 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=693 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "803450661480", "stan": "534346"}
2026-06-12 12:43:40,718 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=186 | body={"response": {"response_code": "068", "response_desc": "Please provide narration,narration must not be null"}, "rrn": "113703293037", "stan": "068994"}
2026-06-12 12:43:41,119 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=385 | body={"response": {"response_code": "068", "response_desc": "Please provide narration"}, "rrn": "110997211697", "stan": "583222"}
2026-06-12 12:43:41,854 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=726 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "860761584485", "stan": "603007"}
2026-06-12 12:43:42,067 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=204 | body={"response": {"response_code": "068", "response_desc": "payment_purpose must not be null,Please provide paymentPurpose"}, "rrn": "720452920388", "stan": "585705"}
2026-06-12 12:43:42,257 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=180 | body={"response": {"response_code": "068", "response_desc": "payment_purpose_code must be 3 digits,Please provide paymentPurpose,paymentPurpose: Only numeric value allowed"}, "rrn": "673090793580", "stan": "170780"}
2026-06-12 12:43:43,075 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=808 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "958849820347", "stan": "629787"}
2026-06-12 12:43:43,376 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=291 | body={"response": {"response_code": "068", "response_desc": "paymentPurpose: Only numeric value allowed"}, "rrn": "305455138368", "stan": "700323"}
2026-06-12 12:43:43,623 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=229 | body={"response": {"response_code": "068", "response_desc": "Please provide senderName,sender_name must not be null"}, "rrn": "670287525827", "stan": "365369"}
2026-06-12 12:43:44,296 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=656 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "942053315788", "stan": "939565"}
2026-06-12 12:43:45,017 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=701 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "698562140386", "stan": "074338"}
2026-06-12 12:43:45,830 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=797 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "921542675401", "stan": "912417"}
2026-06-12 12:43:46,406 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=543 | body={"response": {"response_code": "002", "response_desc": "Account not Exist"}, "rrn": "280404710193", "stan": "766684"}
2026-06-12 12:43:47,136 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=712 | body={"response": {"response_code": "002", "response_desc": "Account not Exist"}, "rrn": "885764934507", "stan": "708782"}
2026-06-12 12:43:47,877 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=723 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "066144158467", "stan": "188502"}
2026-06-12 12:43:48,638 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=733 | body={"response": {"response_code": "503", "response_desc": "Unable to Process"}, "rrn": "000000999001", "stan": "994466"}
2026-06-12 12:43:48,916 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=200 | elapsed_ms=250 | body={"response": {"response_code": "068", "response_desc": "iban must be alpha-numeric,iban must be 24 digits"}, "rrn": "260940566210", "stan": "510232"}
2026-06-12 12:43:48,955 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/payment | status=403 | elapsed_ms=17 | body={"raw": ""}
2026-06-12 12:43:49,531 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=556 | body={"response": {"response_code": "00", "one-step-customers": {"recordId": "516459", "uid": {"type": "CNIC", "value": "4240968986655"}, "gender": "MALE", "documentType": "CNIC", "documentNumber": "4240968986655", "surname": "faizulamin", "nickName": "faizulamin", "name": "faizulamin", "aliases_wrapper": [{"recordId": "482458", "type": "MOBILE", "accounts_wrapper": [{"recordId": "385142", "isDefault": "true", "servicer": {"memberId": "DUIBPKKA"}, "currency": "PKR", "id": {"iban": "PK15BPHL0185219500034815"}, "type": "DFLT", "closingDate": "2031-06-12", "openingDate": "2026-06-12"}], "value": "01104850225", "startDate": "2026-06-12", "expirationDate": "2031-06-12", "status": "active"}], "birthDate": "2002-06-08", "status": "active"}, "response_desc": "SUCCESS"}, "stan": "875617", "rrn": "950523123455"}
2026-06-12 12:43:49,878 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=329 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "629759587235", "stan": "651779"}
2026-06-12 12:43:50,346 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=455 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "467055317215", "stan": "601814"}
2026-06-12 12:43:50,763 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=387 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "639477502326", "stan": "941453"}
2026-06-12 12:43:51,159 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=371 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "922682775105", "stan": "408319"}
2026-06-12 12:43:51,381 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=194 | body={"response": {"response_code": "068", "response_desc": "invalid alias-status, accepted values(active/inactive/suspended)"}, "rrn": "421475314876", "stan": "379901"}
2026-06-12 12:43:51,888 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=476 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "374401874804", "stan": "687887"}
2026-06-12 12:43:52,292 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=383 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "878794533201", "stan": "208698"}
2026-06-12 12:43:52,814 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=498 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "629339790999", "stan": "183469"}
2026-06-12 12:43:53,312 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=465 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "035060133891", "stan": "085406"}
2026-06-12 12:43:53,796 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=463 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "086397897932", "stan": "281326"}
2026-06-12 12:43:54,185 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=358 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "088527091145", "stan": "476377"}
2026-06-12 12:43:54,645 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=442 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "079183562241", "stan": "586726"}
2026-06-12 12:43:55,053 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=373 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "607412987814", "stan": "148400"}
2026-06-12 12:43:55,464 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=400 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "527259100725", "stan": "706999"}
2026-06-12 12:43:55,897 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=422 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "102137948963", "stan": "770183"}
2026-06-12 12:43:56,189 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=284 | body={"response": {"response_code": "068", "response_desc": "iban must be 24 digits,iban must be alpha-numeric"}, "rrn": "469249942104", "stan": "289402"}
2026-06-12 12:43:56,553 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=355 | body={"response": {"response_code": "015", "response_desc": "Duplicated UID"}, "rrn": "535815514463", "stan": "341117"}
2026-06-12 12:43:56,751 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=170 | body={"response": {"response_code": "068", "response_desc": "uid must not be null"}, "rrn": "242909359819", "stan": "564570"}
2026-06-12 12:43:57,004 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=243 | body={"response": {"response_code": "068", "response_desc": "uid type must not be null,Please provide uid type"}, "rrn": "254950624129", "stan": "681991"}
2026-06-12 12:43:57,206 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=192 | body={"response": {"response_code": "068", "response_desc": "uid value must not be null,Please provide uid value"}, "rrn": "290279602391", "stan": "983792"}
2026-06-12 12:43:57,385 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=168 | body={"response": {"response_code": "068", "response_desc": "documentType must not be null,Please provide documentType"}, "rrn": "833256827241", "stan": "276635"}
2026-06-12 12:43:57,584 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=188 | body={"response": {"response_code": "068", "response_desc": "Please provide documentNumber,documentNumber must not be null"}, "rrn": "195541856563", "stan": "352763"}
2026-06-12 12:43:57,815 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=220 | body={"response": {"response_code": "068", "response_desc": "name must not be null,Please provide name"}, "rrn": "751688439079", "stan": "078562"}
2026-06-12 12:43:57,992 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=167 | body={"response": {"response_code": "068", "response_desc": "Please provide surname,surname must not be null"}, "rrn": "566305362457", "stan": "746728"}
2026-06-12 12:43:58,177 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=171 | body={"response": {"response_code": "068", "response_desc": "Please provide gender,gender must not be null"}, "rrn": "191366207747", "stan": "629647"}
2026-06-12 12:43:58,374 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=200 | elapsed_ms=184 | body={"response": {"response_code": "068", "response_desc": "birthDate must not be null,Please provide birthDate"}, "rrn": "694679169822", "stan": "876993"}
2026-06-12 12:43:58,424 | INFO | response | RESPONSE | http://10.0.150.35:9091/api/v1/paysyslabs/customers/one-step | status=400 | elapsed_ms=42 | body={"timestamp": "2026-06-12T07:43:57.805+00:00", "status": 400, "error": "Bad Request", "path": "/api/v1/paysyslabs/customers/one-step"}
